Region,Building type,Number of rooms,Form of ownership of plot,Year,Information,value
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2021,Price per square meter (eur/m2),3606.0
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2022,Number,42.0
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2022,Price per square meter (eur/m2),4095.0
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2023,Number,11.0
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2023,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2024,Number,15.0
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Rented plot,2024,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2015,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2015,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2016,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2016,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2017,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2017,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2018,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2018,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2019,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2019,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2020,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2020,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2021,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2021,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2022,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2022,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2023,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2023,Price per square meter (eur/m2),
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2024,Number,
"Southern Finland, without Greater Helsinki and Åbo",Blocks of flats,Three-room flat+,Plot forms in total,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2015,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2016,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2017,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2017,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2018,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2018,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2019,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2019,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2020,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2020,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2021,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2021,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2022,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2022,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2023,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2023,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Own plot,2024,Number,
"Western Finland, without Tampere",Building types total,Total,Own plot,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2015,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2016,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2017,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2017,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2018,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2018,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2019,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2019,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2020,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2020,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2021,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2021,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2022,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2022,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2023,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2023,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Rented plot,2024,Number,
"Western Finland, without Tampere",Building types total,Total,Rented plot,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2015,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2016,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2017,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2017,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2018,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2018,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2019,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2019,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2020,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2020,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2021,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2021,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2022,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2022,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2023,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2023,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2024,Number,
"Western Finland, without Tampere",Building types total,Total,Plot forms in total,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2015,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2016,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2017,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2017,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2018,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2018,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2019,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2019,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2020,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2020,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2021,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2021,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2022,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2022,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2023,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2023,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2024,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Own plot,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2015,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2016,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2017,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2017,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2018,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2018,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2019,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2019,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2020,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2020,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2021,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2021,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2022,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2022,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2023,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2023,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2024,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Rented plot,2024,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2015,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2015,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2016,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2016,Price per square meter (eur/m2),
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2017,Number,
"Western Finland, without Tampere",Building types total,One-room flat,Plot forms in total,2017,Price per square meter (eur/m2),
